10,1000,10124.90,144114.53,40694.93,537969.07,OLTP-RW-MEM-3#smblade01-net#mysql57
20,1000,8068.80,113686.32,32349.00,864588.33,OLTP-RW-MEM-3#smblade01-net#mysql57
30,1000,6935.20,97650.92,27802.71,1118099.58,OLTP-RW-MEM-3#smblade01-net#mysql57
40,1000,6626.10,93341.86,26564.69,1093932.16,OLTP-RW-MEM-3#smblade01-net#mysql57
50,1000,5977.59,84162.21,23961.37,1015360.04,OLTP-RW-MEM-3#smblade01-net#mysql57
60,1000,3786.10,53246.32,15174.41,253019.52,OLTP-RW-MEM-3#smblade01-net#mysql57
70,1000,3556.80,50046.44,14256.91,85589.27,OLTP-RW-MEM-3#smblade01-net#mysql57
80,1000,3674.79,51661.37,14719.86,123279.51,OLTP-RW-MEM-3#smblade01-net#mysql57
90,1000,3526.11,49607.85,14131.04,126380.78,OLTP-RW-MEM-3#smblade01-net#mysql57
100,1000,3663.49,51527.31,14677.75,104628.55,OLTP-RW-MEM-3#smblade01-net#mysql57
110,1000,3613.71,50812.69,14476.45,118787.50,OLTP-RW-MEM-3#smblade01-net#mysql57
120,1000,3885.79,54576.50,15562.07,101573.42,OLTP-RW-MEM-3#smblade01-net#mysql57
130,1000,4043.50,56801.58,16193.00,107356.99,OLTP-RW-MEM-3#smblade01-net#mysql57
140,1000,4290.90,60333.02,17192.31,147269.12,OLTP-RW-MEM-3#smblade01-net#mysql57
150,1000,4172.21,58608.98,16715.02,92074.56,OLTP-RW-MEM-3#smblade01-net#mysql57
160,1000,3639.40,51175.52,14582.91,103135.96,OLTP-RW-MEM-3#smblade01-net#mysql57
170,1000,4146.19,58313.27,16610.46,229976.58,OLTP-RW-MEM-3#smblade01-net#mysql57
180,1000,4053.30,56994.97,16244.02,136650.54,OLTP-RW-MEM-3#smblade01-net#mysql57
190,1000,3921.30,55121.03,15711.21,114356.43,OLTP-RW-MEM-3#smblade01-net#mysql57
200,1000,4062.00,57084.77,16271.99,131671.32,OLTP-RW-MEM-3#smblade01-net#mysql57
210,1000,3594.20,50533.63,14399.21,78802.31,OLTP-RW-MEM-3#smblade01-net#mysql57
220,1000,4058.10,57059.99,16258.00,79608.42,OLTP-RW-MEM-3#smblade01-net#mysql57
230,1000,3840.20,53997.10,15387.70,87716.12,OLTP-RW-MEM-3#smblade01-net#mysql57
